sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.004940.12:7,everyone,`,`o,,,,I recommend this company to ANYONE and |everyone| that needs great work done at a reasonable rate !
ewtb.r.009970.6:13,everyone,`,`o,,,,"Overall , it is very family oriented , and I recommend it to |everyone| !!!"
ewtb.r.042416.6:0,Everyone,`,`o,,,,|Everyone| was so friendly and really went out of their way to make sure everything went well .
ewtb.r.043020.15:27,everyone,`,`o,,,,So I figure if they do n't want to take the time to fix the fence that they installed then I 'll take the time to let |everyone| I can know about how they treat customers once they have your money !!!
ewtb.r.053248.2:24,everyone,`,`o,,,,"The worst thing that can happen for any restaurant like Zahav is to have too many people write hyperbolic reviews making claims that "" |everyone| "" is going to "" love "" the food , decor and service ."
ewtb.r.057386.5:6,everyone,`,`o,,,,The atmosphere may not be for |everyone| .
ewtb.r.059416.3:9,everyone,`,`o,,,,"We had 30 guests for the event , and |everyone| came away from the evening impressed with not only the food , but the outstanding service as well ."
ewtb.r.063690.2:0,everyone,`,`o,,,,|everyone| here is super friendly and efficient !
ewtb.r.063690.4:3,everyone,`,`o,,,,I 've referred |everyone| i know here and they all feel the same way !!
ewtb.r.067423.4:0,Everyone,`,`o,,,,|Everyone| on staff is very professional and friendly .
ewtb.r.071518.5:12,everyone,`,`o,,,,I was so impressed with the honesty and integrity of Mike and |everyone| at Eagle Transmission !
ewtb.r.090643.4:15,everyone,`,`o,,,,I 've also sent over a number of friends to use the services here and |everyone| is extraordinarily pleased !
ewtb.r.111583.6:6,EVERYONE,`,`o,,,,I will be back and telling |EVERYONE| about this clinic .
ewtb.r.118718.7:0,Everyone,`,`o,,,,|Everyone| was very nice .
ewtb.r.122270.3:0,Everyone,`,`o,,,,"|Everyone| was friendly from the receptionist to the surgeon herself , putting me at my ease and explaining the whole process , both initially and then as we went along ."
ewtb.r.122270.7:0,Everyone,`,`o,,,,|Everyone| was so helpful that I can not wait to go back .....
ewtb.r.180886.7:5,everyone,`,`o,,,,I would recommend him to |everyone| !
ewtb.r.181771.3:25,everyone,`,`o,,,,I have never seen this car before until this lady at wal mart had it and she told me she got it here and that |everyone| was so nice to her .
ewtb.r.202709.3:4,everyone,`,`o,,,,"I recommend you to |everyone| in Calgary , as she is a professional and the cost for her was low ."
ewtb.r.217747.4:10,everyone,`,`o,,,,You company and services will be recommended by us to |everyone| .
ewtb.r.229410.12:1,everyone,`,`o,,,,Please |everyone| .... take heed and do n't get caught up in the hype about DECOR and YOU working with every budget ...
ewtb.r.294081.15:1,EVERYONE,`,`o,,,,BUT |EVERYONE| HAS THERE OWN WAY !!!!!!
ewtb.r.331662.3:0,Everyone,`,`o,,,,|Everyone| can get the signature dish with ingredients and spices that they want and have the fun of watching it cook .
ewtb.r.342811.11:10,everyone,`,`o,,,,"A mid-afternoon "" fire drill "" was disruptive , putting |everyone| out of the hotel ."
ewtb.r.343336.2:0,Everyone,`,`o,,,,|Everyone| is relaxed and having fun !!!
ewtb.r.365630.2:14,everyone,`,`o,,,,"I would rate Fran pcs an A + because the price was lower than |everyone| else , i got my computer back the next day , and the professionalism he showed was great ."
ewtb.r.369087.5:0,Everyone,`,`o,,,,|Everyone| was pleasant and very helpful .
ewtb.r.003418.3:13,everything,`,`o,,,,"My insurance company , Blue Cross / Blue Shield paid the fees and |everything| was fine ."
ewtb.r.023926.2:10,everything,`,`o,,,,Mercedes and Dan are very thorough and on top of |everything| !
ewtb.r.042416.6:14,everything,`,`o,,,,Everyone was so friendly and really went out of their way to make sure |everything| went well .
ewtb.r.047762.5:14,everything,`,`o,,,,"I am saying when comparing all other hotels in Wildwood , this hotel has |everything| that we are looking for ."
ewtb.r.063549.4:0,Everything,`,`o,,,,|Everything| is delicous and cooked perfectly .
ewtb.r.080178.6:15,everything,`,`o,,,,They know their job and you do not have to watch them to be sure |everything| is done right .
ewtb.r.085009.3:9,everything,`,`o,,,,"The work was completed within one week , and |everything| was cleaned up on completion ."
ewtb.r.091704.9:8,everything,`,`o,,,,"Plus they will overcharge you for just about |everything| , and smile while doing it ."
ewtb.r.103878.1:3,everything,`,`o,,,,You guys do |everything| wonderful !
ewtb.r.108338.4:12,everything,`,`o,,,,"The outward appearance makes you think this place is nice , but |everything| inside is cheap cheap cheap ."
ewtb.r.121342.8:0,Everything,`,`o,,,,"|Everything| was bland , completely void of any spice or flavor ."
ewtb.r.121651.3:0,Everything,`,`o,,,,|Everything| was done on a timely manner and things were cleaned and picked up every day when the crew was done .
ewtb.r.128636.4:6,everything,`,`o,,,,He was patient and adapted when |everything| did n't go according to schedule on my wedding day .
ewtb.r.160073.11:0,Everything,`,`o,,,,|Everything| is always cooked fresh and tastes fresh .
ewtb.r.160073.5:0,Everything,`,`o,,,,|Everything| we have gotten there has been more authentic and better tasting than any other Chinese restaurant in the San Antonio area we have been to -- and trust me we have been to a lot of them .
ewtb.r.163250.2:9,everything,`,`o,,,,These people were so helpful this week and did |everything| to sort out my windscreen and insurance .
ewtb.r.194830.3:12,everything,`,`o,,,,"Pets Discount has lovely employees , a wonderful grooming service , and |everything| I need to keep my dog in tip top condition !"
ewtb.r.217747.3:2,everything,`,`o,,,,We love |everything| about the fence .
ewtb.r.228944.3:6,everything,`,`o,,,,I have a Saab ... which |everything| is expensive on and they have been extrememly fair and price a lot lower than any other shop I called .
ewtb.r.232157.5:14,everything,`,`o,,,,"We had a large party , about fifty people or so , and yet |everything| was served quickly and we all had a wonderful time ."
ewtb.r.235423.10:13,everything,`,`o,,,,They were abrasive and rude - when they were the ones who messed |everything| up .
ewtb.r.248616.2:0,Everything,`,`o,,,,|Everything| except the display worked fine before I took it in .
ewtb.r.277703.1:7,everything,`,`o,,,,The best Supermarket in Bay Ridge have |everything| what a customer needs .
ewtb.r.295727.5:8,everything,`,`o,,,,He called the next day to see if |everything| was to my satisfaction .
ewtb.r.326439.7:0,EVERYTHING,`,`o,,,,|EVERYTHING| IN HERE SEEMS TO AMAZE ME !!!
ewtb.r.354860.2:11,everything,`,`o,,,,"From first meeting with them to launch of my website , |everything| went smooth and on schedule ."
ewtb.r.363685.32:9,everything,`,`o,,,,They are RIGHT OFF the kitchen so you hear |everything| .
ewtb.r.388799.3:0,Everything,`,`o,,,,"|Everything| we ordered was prepared to perfection , and was presented perfectly ."
ewtb.r.391012.8:8,everything,`,`o,,,,Be warned - they 'll ltake you for |everything| they can .
ewtb.r.095040.2:1,first - time,`,not MWE?,,,,"As |first| |-| |time| home buyers , my husband and I found Stephanie Fairchild at Prudential Steamboat Realty , extremely helpful ."
ewtb.r.192737.2:8,first class,`,`j,,,,"Nigel from Nidd Design has always provided a |first| |class| service , from his advice and professionalism to the quality of his design drawings and planning applications ."
ewtb.r.093655.5:5,for,`,`i,,,,It took over 1.5 hours |for| our food to come out and by that time my 8 month old had it !
ewtb.r.187266.10:6,for,`,`i,,,,The affordable rent makes it possible |for| an inspired chef to serve his high quality fare at affordable prices !
ewtb.r.257296.5:5,for,`,`i,,,,It is a great course |for| local golfers to be proud of and all the comments in 2008 have been very positive !!
ewtb.r.290594.13:18,for,`,ComparisonRef,Purpose,,,"My dogs are far from perfect , and one of them I believe would be a little much |for| daycare here herself ( at least initially ) ."
ewtb.r.181748.10:0,For instance,`,,,,,"|For| |instance| I asked who owned Mazda and he said with confidence that was GM , which is n't true ."
ewtb.r.358702.4:20,full - time,`,,,,,I also understand that weekend staffs are different than daytime staffs and not necessarily Starbucks A - team or even |full| |-| |time| .
ewtb.r.079827.2:3,gem,`,,,,,What a neat |gem| of a restaurant in a corner one would n't expect it .
ewtb.r.193257.1:0,Gets the Job Done,`,,,,,|Gets| |the| |Job| |Done|
ewtb.r.255261.11:8,go to heck,`,,,,,Stop by at least once or you 'll |go| |to| |heck| !
ewtb.r.036133.20:28,god forbid,`,,,,,"Point is : You might be able to get a good deal on some nice furniture -- which I did -- but they 're not very communicative and |god| |forbid| something goes wrong , you 'll have to fight to get it resolved ."
ewtb.r.225632.5:3,good,`,,,,,All to the |good| .
ewtb.r.085424.5:0,Good job,`,`d,,,,"|Good| |job| , Lake Forest Tots !"
ewtb.r.365154.5:0,Good luck,`,`d,,,,|Good| |luck| keeping business with that stuck up attitude Dr. Shady .
ewtb.r.255261.5:10,grandure,`,`n,,,,Go there on christian holidays for a bit of churchy |grandure| .
ewtb.r.307170.2:0,Great,`,,,,,|Great| Limos company int he DFW fort Worth Metro area .
ewtb.r.169610.2:11,great deal of,`,MWE: a_great_deal of,,,,Mrs. Tolchin provided us with excellent service and came with a |great| |deal| |of| knowledge and professionalism !
ewtb.r.158335.6:0,grey,`,,,,,"|grey| shirt "" mark "" of course with this type behavior he could have been wearing someon else s clothing ....."
ewtb.r.008585.8:31,guy,`,,,,,"It 's without a doubt , the best service experience I 've ever had and just to be clear , the price he charged me was the same as my tire |guy| in Nashville 's price for putting on the other rear tire ."
ewtb.r.061768.3:2,guy,`,,,,,"The one |guy| who was there , I 'm guessing was the owner , was probably the least helpful person I 've ever met ."
ewtb.r.107692.8:14,guy,`,,,,,"And do n't even think about asking to speak to the manager because this |guy| is , and pardon my French , a jerk ."
ewtb.r.269560.1:7,guy,`,,,,,Was there this past weekend and the |guy| behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried out and the slice tasted more like a cracker .
ewtb.r.100592.6:3,guys,`,,,,,"excellent , top |guys| a +++++ reccommend to anyone !!!!!!!!!!"
ewtb.r.103878.1:1,guys,`,,,,,You |guys| do everything wonderful !
ewtb.r.138249.1:1,guys,`,,,,,These |guys| do great work at VERY reasonable prices .
ewtb.r.220214.4:23,guys,`,,,,,I feel that the way some doctor s offices work around here is a little bit absurd so I 'm happy that these |guys| do n't do those two things in particlular .
ewtb.r.243369.4:2,guys,`,,,,,Thank you |guys| .
ewtb.r.346960.2:12,had to,`,,,,,They went the extra mile to repair my cowboy boots -- they |had| |to| have a special kind of paper that looked like wood grain to fix the heels .
ewtb.r.090136.4:0,Hands - down,`,,,,,|Hands| |-| |down| the best pasta and gnocchi I 've ever eaten ( and I 've eaten a lot ) .
ewtb.r.090643.3:4,hands down,`,,,,,I would recommend it |hands| |down| and am a loyal customer .
ewtb.r.355325.5:0,Hands down,`,,,,,"|Hands| |down| , best place in the area !"
ewtb.r.388799.5:8,hands down,`,,,,,"Then the desserts came , and they were |hands| |down| the best dessert we ever had ."
ewtb.r.107608.3:25,hands on,`,`j,,,,"The team who work there are helpfull , friendly and extremely knowledgeable and will help you as much as they can with thier years of |hands| |on| practice ."
ewtb.r.037179.2:30,happy new year,`,`d,,,,"this kebab shop is one of the best around the meat is good and fresh and the chilly sauce is the best , keep them lovely kebabs coming and a |happy| |new| |year| to all the staff"
ewtb.r.371300.7:7,have fun,`,,,,,"Plus the drinks are self service , |have| |fun| trying to negotiate the small cafeteria space to get your coffee , juice or water ."
ewtb.r.181771.6:19,head over heels,`,,,,,"We got to talking and he got me set up and I test drove with Craig and I fell |head| |over| |heels| for this car all I kept saying , "" was I got ta have it ! """
ewtb.r.048363.9:1,heart pounded,`,,,,,My |heart| |pounded| as I walked down and pounded even faster upon seeing Gerry in an SUV - Lexus !
ewtb.r.231203.1:2,here 's the scoop,`,,,,,"Okay , |here| |'s| |the| |scoop| ."
ewtb.r.090136.6:6,high - end,`,`j,,,,I 've dined at lots of |high| |-| |end| restaurants and I 've never before felt my money was so well spent .
ewtb.r.120724.1:5,high dollar,`,`j,,,,it was a little to |high| |dollar| for me
ewtb.r.015148.2:1,high end,`,`j,,,,Especially |high| |end| keep sake sort of clothing that you just ca nt find in a lot of stores .
ewtb.r.196219.2:4,HIGH END,`,`j,,,,"IT IS NOT A |HIGH| |END| STEAK HOUSE , MORE OF THE CUISINE BRETT ENJOYS IN MISSISSIPPI ."
ewtb.r.326649.7:4,high tech,`,`j,,,,Midas has the most |high| |tech| equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !
ewtb.r.009775.3:3,hit and miss,`,,,,,Salad bar is |hit| |and| |miss| for freshness - sometimes the broccoli looks browned around the edges .
