ewtb.r.241855.6,1431970712,1431970835,@nschneid,,"{""initval"": ""But furniture like this will truly be around forever ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431154059,1431139685]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task20"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""furniture|ARTIFACT"",""2"":""like|Comparison/Contrast"",""6"":""be|stative"",""7"":""around|State""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=55&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",But furniture like this will truly be around forever .,be around,@nschneid: be around,But furniture like this will truly be around forever .
ewtb.r.223912.2,1437407899,1437407912,@nschneid,,"{""initval"": ""The last time I did that I was suggested to buy oblivion when I told them I was looking_for a fps ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1431782497]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""nonintegralPrep"",   ""sgroups"": [],   ""wgroups"": [[18,19]],   ""chklbls"": {""2"":""time|EVENT"",""4"":""did|stative"",""7"":""was|`a"",""8"":""suggested|communication"",""9"":""to|`i"",""10"":""buy|possession"",""11"":""oblivion|ARTIFACT"",""14"":""told|communication"",""17"":""was|`a"",""18"":""looking|cognition"",""19"":""for|Theme"",""21"":""fps|COGNITION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&psst=&from=83&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",The last time I did that I was suggested to buy oblivion when I told them I was looking~for a fps .,be suggested (~told) to,@nschneid: be suggested (~told) to,The last time I did that I was suggested to buy oblivion when I told them I was looking for a fps .
ewtb.r.235576.7,1431802951,1431802985,@nschneid,,"{""initval"": ""If you \'ve been to North_County , chances_are it \'s in your favorites list already ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431152314,1431138183]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task20"",   ""sgroups"": [[3,4],[5,6],[8,9]],   ""wgroups"": [],   ""chklbls"": {""2"":""'ve|`a"",""3"":""been|motion"",""5"":""North|LOCATION"",""8"":""chances|`"",""11"":""'s|stative"",""12"":""in|Locus"",""14"":""favorites|COGNITION"",""15"":""list|COMMUNICATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=25&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","If you 've been_to North_County , chances_are it 's in your favorites list already .","been_to, in list","@nschneid: been_to, in list","If you 've been to North County , chances are it 's in your favorites list already ."
ewtb.r.083454.1,1437258994,1437259014,@nschneid,,"{""initval"": ""I did n\'t end_up buying my car here , but I did think the guy who worked_with me was pretty cool - he was willing to budge a_little on the price which means a_lot to me ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1434381916]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""nonintegralPrep"",   ""sgroups"": [[3,4],[29,30],[36,37]],   ""wgroups"": [[17,18]],   ""chklbls"": {""1"":""did|`a"",""3"":""end|stative"",""5"":""buying|possession"",""7"":""car|ARTIFACT"",""12"":""did|`a"",""13"":""think|cognition"",""15"":""guy|PERSON"",""17"":""worked|social"",""18"":""with|Co-Agent"",""20"":""was|stative"",""25"":""was|stative"",""27"":""to|`i"",""28"":""budge|change"",""29"":""a|`"",""31"":""on|Topic"",""33"":""price|POSSESSION"",""35"":""means|cognition"",""36"":""a|`"",""38"":""to|Experiencer""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&psst=&from=35&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","I did n't end_up buying my car here , but I did think the guy who worked~with me was pretty cool - he was willing to budge a_little on the price which means a_lot to me .",budge ON ~ changing mind on: Topic,@nschneid: budge ON ~ changing mind on: Topic,"I did n't end up buying my car here , but I did think the guy who worked with me was pretty cool - he was willing to budge a little on the price which means a lot to me ."
ewtb.r.057386.3,1435509429,1435509549,@nschneid,,"{""initval"": ""There was a change of ownership a_couple of years ago and service is both quick and extremely friendly ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""ngordi""], ""times"": [1435332422,1429219907]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task05"",   ""sgroups"": [[6,7]],   ""wgroups"": [],   ""chklbls"": {""1"":""was|stative"",""3"":""change|COGNITION"",""4"":""of|Theme"",""5"":""ownership|POSSESSION"",""6"":""a|`"",""8"":""of|Quantity"",""9"":""years|TIME"",""10"":""ago|DeicticTime"",""12"":""service|ACT"",""13"":""is|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task05&inst=1b&u=nschneid&psst=&from=71&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",There was a change of ownership a_couple of years ago and service is both quick and extremely friendly .,change OF ownership: see discussion on wiki,@nschneid: change OF ownership: see discussion on wiki,There was a change of ownership a couple of years ago and service is both quick and extremely friendly .
ewtb.r.216456.5,1431780711,1431780741,@nschneid,,"{""initval"": ""They said that we were to be charged for this room regardless because we did not cancel within the 72 hours ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""mgreen""], ""times"": [1431126299,1431143971]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task18"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""said|communication"",""4"":""were|stative"",""5"":""to|`i"",""6"":""be|`a"",""7"":""charged|possession"",""8"":""for|Theme"",""10"":""room|COGNITION"",""14"":""did|`a"",""16"":""cancel|change"",""17"":""within|DeicticTime"",""20"":""hours|TIME""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task18&inst=1b&u=nschneid&psst=&from=51&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",They said that we were to be charged for this room regardless because we did not cancel within the 72 hours .,charge for,@nschneid: charge for,They said that we were to be charged for this room regardless because we did not cancel within the 72 hours .
ewtb.r.149922.1,1433794633,1433794646,@nschneid,,"{""initval"": ""Clean rooms , great for the price and cheapest on the exit ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1419638340]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""rooms|ARTIFACT"",""4"":""for|Scalar/Rank"",""6"":""price|POSSESSION"",""9"":""on|Location"",""11"":""exit|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=210&initialStage=1&reconcile%5B0%5D=%5ECMU-&new=%5Epsst&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}","Clean rooms , great for the price and cheapest on the exit .",cheapest on the exit meaning located at the exit of an interstate highway?,@nschneid: cheapest on the exit meaning located at the exit of an interstate highway?,"Clean rooms , great for the price and cheapest on the exit ."
ewtb.r.345182.15,1432575372,1432575391,@mgreen,,"{""initval"": ""With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431629005,1431636121]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task29"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""With|Circumstance"",""2"":""smirk|COGNITION"",""3"":""on|Location"",""5"":""face|BODY"",""7"":""told|communication"",""10"":""MONEY|POSSESSION"",""11"":""IS|`a"",""12"":""BEING|`a"",""13"":""RETURNED|possession"",""16"":""IS|stative"",""18"":""WAY|COGNITION"",""20"":""WAS|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task29&inst=1b&u=mgreen&psst=&from=25&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""mgreen""}",With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .,Circumstance?,@mgreen: Circumstance?,With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .
ewtb.r.348247.7,1437514666,1437514683,@nschneid,,"{""initval"": ""They have been my only \"" go_-_to \"" resource since we first did~business together ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen+nschneid""], ""times"": [1435855536]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""nonintegralPrep"",   ""sgroups"": [[6,7,8]],   ""wgroups"": [[14,15]],   ""chklbls"": {""1"":""have|`a"",""2"":""been|stative"",""6"":""go|`j"",""10"":""resource|cognition"",""11"":""since|StartTime"",""14"":""did|social"",""15"":""business|ACT"",""16"":""together|Co-Agent""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&vsst=&from=137&initialStage=1&reconcile[0]=^&new=^&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","They have been my only "" go_-_to "" resource since we first did~business together .",compound should be tagged as `j rather than as verb,@nschneid: compound should be tagged as `j rather than as verb,"They have been my only "" go - to "" resource since we first did business together ."
ewtb.r.308088.3,1437513824,1437513913,@nschneid,,"{""initval"": ""I MAKE_MONEY NOT DEAL~WITH BROKERS \"" Wow , can you believe in today s tough times this dealership would be looking_for any way to move vehicles ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1434729298]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""nonintegralPrep"",   ""sgroups"": [[1,2]],   ""wgroups"": [[4,5],[22,23]],   ""chklbls"": {""1"":""MAKE|social"",""4"":""DEAL|cognition"",""5"":""WITH|Co-Agent"",""6"":""BROKERS|PERSON"",""12"":""believe|emotion"",""13"":""in|Time"",""14"":""today|TIME"",""17"":""times|COGNITION"",""19"":""dealership|GROUP"",""21"":""be|`a"",""22"":""looking|cognition"",""23"":""for|Theme"",""25"":""way|COGNITION"",""26"":""to|`i"",""27"":""move|motion"",""28"":""vehicles|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&psst=&from=113&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","I MAKE_MONEY NOT DEAL~WITH BROKERS "" Wow , can you believe in today s tough times this dealership would be looking~for any way to move vehicles .",deal with potentially ambiguous: 'have dealings with' vs. 'endure',@nschneid: deal with potentially ambiguous: 'have dealings with' vs. 'endure',"I MAKE MONEY NOT DEAL WITH BROKERS "" Wow , can you believe in today s tough times this dealership would be looking for any way to move vehicles ."
ewtb.r.083459.4,1434381923,1434382007,@nschneid,,"{""initval"": ""Claimed he was too busy for two test_drives ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432151228,1430186123]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task08"",   ""sgroups"": [[7,8]],   ""wgroups"": [],   ""chklbls"": {""0"":""Claimed|communication"",""2"":""was|stative"",""3"":""too|`r"",""5"":""for|Scalar/Rank"",""7"":""test|EVENT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=11&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Claimed he was too busy for two test_drives .,degree cxn,@nschneid: degree cxn,Claimed he was too busy for two test drives .
ewtb.r.313558.2,1440892823,1440892879,@nschneid,,"{""initval"": ""If possible I try the services on myself before I bring_in my son ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1434159181]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""onTheme"",   ""sgroups"": [[10,11]],   ""wgroups"": [],   ""chklbls"": {""3"":""try|cognition"",""5"":""services|ACT"",""6"":""on|Patient"",""8"":""before|RelativeTime"",""10"":""bring|motion"",""13"":""son|PERSON""},   ""url"": ""demo.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=onTheme&inst=1b&u=nschneid&psst=&from=21&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",If possible I try the services on myself before I bring_in my son .,dentist,@nschneid: dentist,If possible I try the services on myself before I bring in my son .
ewtb.r.217359.6,1431969661,1431969897,@nschneid,,"{""initval"": ""as_an_example they took payment for 5 out_of 6 monthly plan premiums for a yearly policy and cancelled the contract for the remainder of the policy for reasons they stated was not receiving information on other licensed drivers in the household ?"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""mgreen""], ""times"": [1431127442,1431144487]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task18"",   ""sgroups"": [[0,1,2],[8,9]],   ""wgroups"": [],   ""chklbls"": {""0"":""as|`d"",""4"":""took|possession"",""5"":""payment|POSSESSION"",""6"":""for|Theme"",""8"":""out|Superset"",""12"":""plan|COGNITION"",""13"":""premiums|POSSESSION"",""14"":""for|Theme"",""17"":""policy|POSSESSION"",""19"":""cancelled|change"",""21"":""contract|POSSESSION"",""22"":""for|Duration"",""24"":""remainder|RELATION"",""25"":""of|Whole"",""27"":""policy|POSSESSION"",""28"":""for|Explanation"",""29"":""reasons|COGNITION"",""31"":""stated|communication"",""32"":""was|`a"",""34"":""receiving|communication"",""35"":""information|COMMUNICATION"",""36"":""on|Topic"",""38"":""licensed|cognition"",""39"":""drivers|PERSON"",""40"":""in|Location"",""42"":""household|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task18&inst=1b&u=nschneid&psst=&from=63&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",as_an_example they took payment for 5 out_of 6 monthly plan premiums for a yearly policy and cancelled the contract for the remainder of the policy for reasons they stated was not receiving information on other licensed drivers in the household ?,discuss,@nschneid: discuss,as an example they took payment for 5 out of 6 monthly plan premiums for a yearly policy and cancelled the contract for the remainder of the policy for reasons they stated was not receiving information on other licensed drivers in the household ?
ewtb.r.247097.11,1437512998,1437513009,@nschneid,,"{""initval"": ""She talks_to you at each appointment ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nschneid""], ""times"": [1432572989]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""nonintegralPrep"",   ""sgroups"": [],   ""wgroups"": [[1,2]],   ""chklbls"": {""1"":""talks|communication"",""2"":""to|Recipient"",""4"":""at|Circumstance"",""6"":""appointment|EVENT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=nonintegralPrep&inst=1b&u=nschneid&psst=&from=93&initialStage=1&reconcile%5B0%5D=%5E&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",She talks~to you at each appointment .,event as location,@nschneid: event as location,She talks to you at each appointment .
ewtb.r.010820.4,1433702423,1433702430,@nschneid,,"{""initval"": ""And another $ 100 for wrapping the furniture ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""nkazour+sonuffer""], ""times"": [1395344970]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-training"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""4"":""for|Theme"",""5"":""wrapping|contact"",""7"":""furniture|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-training&inst=1b&u=nschneid&psst=&from=19&initialStage=1&reconcile%5B0%5D=nkazour%2Bsonuffer&v=+nschneid"",   ""session"": "",  ""authuser"": ""nschneid""}",And another $ 100 for wrapping the furniture .,eventive theme,@nschneid: eventive theme,And another $ 100 for wrapping the furniture .
ewtb.r.245160.5,1436215901,1436215914,@nschneid,,"{""initval"": ""my experience with them was great - low stress , very helpful and very personal ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431154678,1431139854]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task20"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""experience|EVENT"",""2"":""with|Stimulus"",""4"":""was|stative"",""8"":""stress|FEELING""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=70&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","my experience with them was great - low stress , very helpful and very personal .",experience with them,@nschneid: experience with them,"my experience with them was great - low stress , very helpful and very personal ."
